text,type,freq,current_candidate,surface_form,in_predictions,context
u xơ tuyến vú,CHẨN_ĐOÁN,5,N60.2,u xơ tuyến vú,1,"Câu hỏi từ người dùng: Dạ e chào bác sĩ . Cho e hỏi những người mà có u lành về tuyến vú như u xơ tuyến vú hay u nang tuyến vú chẳng hạn .có thể bổ sung vitamin 3b b1 b6 b12 được ko ạ . E tìm thông tin trên mạng thì có đọc được nói rằng vitamin b12 làm kích thích khối u ung thư phát triển , còn đối với khối u lành tính có ảnh hưởng ko bác . || Đối với bệnh nhân ung thư cũng được khuyên là không nên sử dụng B12. Đối với bệnh u nang tuyến vú, u xơ tuyến vú thì cũng chưa có nghiên cứu về việc sử dụng B12 có tăng nguy cơ ung thư hay không. Tuy nhiên nếu u nang tuyến vú, u xơ tuyến vú thì việc bổ sung B12 cũng giúp bệnh nhân củng cố sức khỏe, giảm nguy cơ thiếu máu."
u ác của tuyến tiền liệt,CHẨN_ĐOÁN,5,C61,u ác của tuyến tiền liệt,1,- tiền sử rung nhĩ - phẫu thuật cắt bỏ tuyến tiền liệt (u ác của tuyến tiền liệt) - rối loạn cảm xúc lưỡng cực khác || - rối loạn cảm xúc lưỡng cực khác Tiền sử phẫu thuật / thủ thuật: phẫu thuật cắt bỏ tuyến tiền liệt (u ác của tuyến tiền liệt) Thuốc trước khi nhập viện: đang dùng eliquis (cho rung nhĩ) 2.
ung thư,CHẨN_ĐOÁN,5,C80.9,ung thư,1,"Đây cũng là dạng phổ biến nhất. Mặc dù bệnh thoái hóa tinh bột không được xếp thành một loại ung thư, bệnh lại có thể liên quan đến một số bệnh ung thư máu như đa u tủy. Có nhiều loại amyloidosis khác nhau, bao gồm những loại sau: • Bệnh amyloidosis chuỗi nhẹ • Bệnh amyloidosis tự miễn dịch • Bệnh amyloidosis di truyền hoặc gia đình Bệnh thoái hóa tinh bột là một bệnh đa hệ thống dẫn đến nhiều biể || Cho e hỏi những người mà có u lành về tuyến vú như u xơ tuyến vú hay u nang tuyến vú chẳng hạn .có thể bổ sung vitamin 3b b1 b6 b12 được ko ạ . E tìm thông tin trên mạng thì có đọc được nói rằng vitamin b12 làm kích thích khối u ung thư phát triển , còn đối với khối u lành tính có ảnh hưởng ko bác . Em cảm ơn ạ Câu trả lời của bác sĩ Chào bạn!"
viêm dạ dày,CHẨN_ĐOÁN,5,K29.7,viêm dạ dày,1,"Đặc điểm của triệu chứng Em nên đến bệnh viện để được bác sĩ chuyên khoa tư vấn kĩ hơn về các xét nghiệm/siêu âm/nội soi cần thiết mà không ảnh hưởng đến thai nhi cũng như được tư vấn về chế độ ăn phù hợp, tránh tình trạng nhịn ăn dẫn đến viêm dạ dày em nhé! Chúc em luôn vui khỏe || Các sự kiện trước khi nhập viện Bệnh nhân được nội soi thực quản - dạ dày - tá tràng ngoại trú, kết quả ghi nhận viêm dạ dày. Đã ngừng sử dụng thuốc NSAIDs. Được điều trị bằng omeprazole."
viêm hang vị sung huyết,CHẨN_ĐOÁN,5,K29.6,Viêm hang vị sung huyết,1,"Câu trả lời của bác sĩ: Viêm hang vị sung huyết là tình trạng niêm mạc vùng hang vị dạ dày viêm, các mạch máu vùng viêm giãn nở do ứ máu nhiều. Biểu hiện chủ yếu là đau bụng cồn cào kèm theo ợ hơi, ợ chua, có thể có cảm giác buồn nôn hoặc nôn. || - Chụp động mạch vành cho thấy bệnh ba thân động mạch vành nghiêm trọng Các thủ thuật đã thực hiện - Chụp động mạch vành can thiệp Câu trả lời của bác sĩ: Viêm hang vị sung huyết là tình trạng niêm mạc vùng hang vị dạ dày viêm, các mạch máu vùng viêm giãn nở do ứ máu nhiều. Biểu hiện chủ yếu là đau bụng cồn cào kèm theo ợ hơi, ợ chua, có thể có cảm giác buồn nôn hoặc nôn."
đái tháo đường típ 2,CHẨN_ĐOÁN,5,E11.9,Đái tháo đường típ 2,1,"- tăng lipid máu, không đặc hiệu - Đái tháo đường típ 2 - hẹp ống sống || 1. Tiền sử bệnh nội Các bệnh lý mạn tính - ho Bệnh bạch cầu dòng tủy mãn tính - Tăng huyết áp - Đái tháo đường típ 2 - ho Rung nhĩ kèm đáp ứng thất nhanh - bệnh thận mạn, không đặc hiệu 2. Bệnh sử hiện tại Lý do vào viện: Khó thở tăng dần, diễn tiến nặng hơn từ sáng ngày nhập viện."
bệnh amyloidosis,CHẨN_ĐOÁN,4,E85.9,bệnh amyloidosis,1,"Cảm ơn bạn đã gửi câu hỏi cho chúng tôi. Trả lời câu hỏi của bạn:Bệnh thoái hóa tinh bột (hay bệnh amyloidosis) là một bệnh gây lắng đọng protein hiếm gặp và nghiêm trọng. Nguyên nhân là do một loại protein bất thường gọi là amyloid tích tụ trong các mô hoặc cơ quan. || - Ăn uống kém, ăn vào dễ nôn. - Nôn không ra máu, không ra dịch mật • Bệnh amyloidosis chuỗi nhẹ • Bệnh amyloidosis tự miễn dịch • Bệnh amyloidosis di truyền hoặc gia đình Bệnh thoái hóa tinh bột là một bệnh đa hệ thống dẫn đến nhiều biểu hiện lâm sàng khác nhau, Hiện nay chưa có phương pháp điều trị tận gốc amyloidosis.Tuy nhiên, các phương pháp điều trị có thể giúp bạn kiểm soát các triệu chứng "
hẹp ống sống,CHẨN_ĐOÁN,4,M48.0,hẹp ống sống,1,"- hẹp ống sống - Giả gout - bệnh thận mạn, không đặc hiệu Giai đoạn 4"
nang màng nhện,CHẨN_ĐOÁN,4,G93.0,nang màng nhện,1,"Khoảng 1 tháng trước nhập viện, bệnh nhân bị ngã và được chẩn đoán xuất huyết dưới nhện. Chụp cắt lớp vi tính sọ não cho hình ảnh xuất huyết dưới nhện vùng trán phải, bầm dập nhu mô vùng trán phải và trán - thái dương phải, kèm một lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ nhiều đến nang màng nhện hoặc tụ dịch/tụ máu dưới màng cứng mạn tính. Các lần chụp CT theo dõi sau đó ổn định và  || Kết quả xét nghiệm & Cận lâm sàng đã có Xét nghiệm có kết quả : Kết quả Cận lâm sàng . Xét nghiệm Máu Huyết học & Đông máu:WBC : 14.99 G/L NEUT% : 82.9 % (Tăng) HGB (Hemoglobin): 92 g/L PT - INR: 1.05 Cận lâm sàng: CT sọ não trước đó ghi nhận xuất huyết dưới nhện vùng trán phải.Bầm dập nhu mô vùng trán phải và trán - thái dương phải.Lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ đến nang m"
ngưng thở khi ngủ do tắc nghẽn,CHẨN_ĐOÁN,4,G47.3,Ngưng thở khi ngủ do tắc nghẽn,1,"- bệnh phổi tắc nghẽn mạn tính - Ngưng thở khi ngủ do tắc nghẽn đang dùng BiPAP - Ung thư biểu mô tế bào vảy xâm nhập của dương vậtbiệt hóa kém, sau cắt bao quy đầu với bờ diện cắt dương tính. || - béo phì - ngưng thở khi ngủ do tắc nghẽn Thuốc trước khi nhập viện"
nhịp nhanh trên thất,CHẨN_ĐOÁN,4,I47.1,nhịp nhanh trên thất,1,"2. Bệnh sử hiện tại Lý do nhập viện: tụt huyết áp không rõ nguyên nhân và mệt mỏi Thời điểm khởi phát triệu chứng: vài ngày mệt mỏi Diễn biến bệnh - Bệnh nhân nhập viện, quá trình điều trị biến chứng bởi Viêm phổi bệnh viện và rung nhĩ và nhịp nhanh trên thất, sau đó xuất viện về trung tâm phục hồi chức năng. - Bệnh nhân tái khám tại phòng khám vào ngày hẹn để cắt bỏ các mũi kẹp còn lại và thay th || Kết quả chẩn đoán hình ảnh: chụp x-quang ngực có xẹp phổi thùy dưới phải do chèn ép kèm tràn dịch màng phổi. Các thủ thuật đã thực hiện - Truyền dịch tĩnh mạch 750cc - Xông khí dung Các phát hiện chẩn đoán khác - Viêm phổi bệnh viện - Rung nhĩ kèm nhịp nhanh trên thất"
nhồi máu cơ tim,CHẨN_ĐOÁN,4,I21.9,nhồi máu cơ tim,1,"• Giới tính: Trẻ trai mắc bệnh nhiều hơn trẻ gái. • Đặc điểm nguy hiểm: Giai đoạn đầu có thể chưa quá nghiêm trọng, nhưng nếu không điều trị kịp thời, bệnh có thể dẫn đến viêm tim, phình giãn động mạch vành, đột tử, nhồi máu cơ tim, hoặc hẹp tắc mạch vành gây suy tim về sau. Tóm lại: Kawasaki là bệnh viêm mạch máu nguy hiểm, cần phát hiện sớm để tránh biến chứng nặng. || • Suy vành mạn tính Khoảng 25–30% trẻ không điều trị đúng cách sẽ bị biến chứng này. Biến chứng khác: • Viêm cơ tim"
rối loạn cảm xúc,CHẨN_ĐOÁN,4,F34.9,Rối loạn cảm xúc,1,Các bệnh lý mạn tính - ho Rối loạn cảm xúc (trầm cảm) (tiền sử giai đoạn trầm cảm không đặc hiệu) - hội chứng nghiện rượu || - phẫu thuật cắt bỏ tuyến tiền liệt (u ác của tuyến tiền liệt) - rối loạn cảm xúc lưỡng cực khác Tiền sử phẫu thuật / thủ thuật: phẫu thuật cắt bỏ tuyến tiền liệt (u ác của tuyến tiền liệt)
rối loạn lipid máu,CHẨN_ĐOÁN,4,E78.5,Rối loạn lipid máu,1,"Bệnh tim mạch do xơ vữa động mạch. ăng huyết áp.Rối loạn lipid máu. Đái tháo đường.2. || • Đái tháo đường • Rối loạn lipid máu • Béo phì, ít vận động"
thiếu máu,CHẨN_ĐOÁN,4,D64.9,thiếu máu,1,"• Vàng da, vàng mắt Khi đi khám, xét nghiệm máu thường cho thấy thiếu máu do tan huyết, hồng cầu bị phá hủy hàng loạt, dẫn đến thiếu máu, vàng da vàng mắt và thậm chí suy thận cấp. Đặc biệt, nếu trẻ sơ sinh bị vàng da nặng sau khoảng 2 tuần tuổi, các tổn thương thần kinh có thể rất nghiêm trọng, gây bại não, chậm phát triển trí tuệ và vận động. || Đặc biệt, nếu trẻ sơ sinh bị vàng da nặng sau khoảng 2 tuần tuổi, các tổn thương thần kinh có thể rất nghiêm trọng, gây bại não, chậm phát triển trí tuệ và vận động. Với những trường hợp biểu hiện nhẹ, trẻ chỉ cần được theo dõi, tránh các yếu tố gây tan huyết và tình trạng thiếu máu thường sẽ ổn định. Tuy nhiên, nếu các triệu chứng rõ ràng và nặng, trẻ cần được nhập viện để điều trị kịp thời."
thuyên tắc phổi,CHẨN_ĐOÁN,4,I26.9,thuyên tắc phổi,1,"Trong thời gian nằm viện, bệnh nhân được chẩn đoán nhiễm khuẩn huyết do tụ cầu vàng nhạy cảm methicillin, nghi liên quan đến đường truyền tĩnh mạch trung tâm ngoại vi (PICC). Siêu âm mạch máu chi trên không ghi nhận huyết khối, xạ hình thông khí - tưới máu phổi cho thấy xác suất thấp thuyên tắc phổi. Hỏi: Chào bác sĩ! || Siêu âm mạch máu chi trên không ghi nhận huyết khối. Xạ hình thông khí – tưới máu phổi cho thấy xác suất thấp thuyên tắc phổi."
tăng kali máu,CHẨN_ĐOÁN,4,E87.5,tăng kali máu,1,"2. Bệnh sử hiện tại Lý do nhập viện: xét nghiệm bất thường - tăng kali máu và Creatinine tăng Các sự kiện trước khi nhập viện - Đi khám bác sĩ chăm sóc chính (PCP) để tái khám hàng năm - Báo cáo đang dùng 1 viên Torsemide/ ngày , đôi khi 2 viên - Bác sĩ đề nghị ngừng sử dụng torsemide lâu dài - Bệnh nhân không kiểm tra đường huyết thường xuyên tại nhà do hết que thử đường máu. - glucose là thấp, n || Tăng cường sản phẩm Folate, Vitamin C, các carotenoid, các chất chống oxy hóa Flavonoid. Các thủ thuật đã thực hiện - Được dùng insulin và dextrose cho tăng kali máu - iv lasix 40 mg once"
tăng sản tuyến tiền liệt,CHẨN_ĐOÁN,4,N40,tăng sản tuyến tiền liệt,1,- tăng sản tuyến tiền liệt - Nhiều lần ngã gần đây Ngã - ảo giác
tụ máu ngoài màng cứng phải cấp tính,CHẨN_ĐOÁN,4,S06.4,tụ máu ngoài màng cứng phải cấp tính,1,"Sau xuất viện, bệnh nhân từng quay lại khoa Cấp cứu vì đau đầu kéo dài. Chụp kiểm tra ghi nhận tụ máu ngoài màng cứng phải cấp tính trên nền tổn thương mạn tính. Bệnh nhân tiếp tục được theo dõi, các lần chụp CT kiểm tra không ghi nhận diễn tiến xấu nên được xuất viện về nhà. || Kết quả xét nghiệm & Cận lâm sàng đã có Xét nghiệm có kết quả : Kết quả Cận lâm sàng . Xét nghiệm Máu Huyết học & Đông máu:WBC : 14.99 G/L NEUT% : 82.9 % (Tăng) HGB (Hemoglobin): 92 g/L PT - INR: 1.05 Cận lâm sàng: CT sọ não trước đó ghi nhận xuất huyết dưới nhện vùng trán phải.Bầm dập nhu mô vùng trán phải và trán - thái dương phải.Lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ đến nang m"
viêm da tiếp xúc,CHẨN_ĐOÁN,4,L25.9,viêm da tiếp xúc,1,"2. Liệu phát miễn dịch tiếp xúc (contac immunotherapy) Các chất gây mẫn cảm như diphenylcyclopropenone (diphencyprone) và dinitrochlorobenzene được quét lên vùng rụng tóc, chúng sẽ gây viêm da tiếp xúc dị ứng ở vùng điều trị, có thể sử dụng 01 lần/tuần trên vùng rụng tóc trong 06 tháng. Các tác dụng phụ bao gồm viêm da tiếp xúc, mày đay, bất thường sắc tố (gồm cả bạch biến). || Liệu phát miễn dịch tiếp xúc (contac immunotherapy) Các chất gây mẫn cảm như diphenylcyclopropenone (diphencyprone) và dinitrochlorobenzene được quét lên vùng rụng tóc, chúng sẽ gây viêm da tiếp xúc dị ứng ở vùng điều trị, có thể sử dụng 01 lần/tuần trên vùng rụng tóc trong 06 tháng. Các tác dụng phụ bao gồm viêm da tiếp xúc, mày đay, bất thường sắc tố (gồm cả bạch biến). 3."
viêm phổi,CHẨN_ĐOÁN,4,J18.9,viêm phổi,1,"Hỏi : Dạ cho em hỏi viêm phổi hoại tử có phải là giai đoạn nặng của viêm phổi và tiến triển tiếp theo là hình thành áp xe phổi. Hay là VP và VPHT là hai bệnh có cơ chế bệnh sinh khác nhau ạ. || Trả lời : Chào bạn! Viêm phổi là tình trạng viêm phế quản, phế nang, giai đoạn đầu là xuất tiết dịch, nếu điều trị sớm và kịp thời thì sẽ nhanh chóng hết với những cơ thể có sức đề kháng bình thường. Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi."
viêm phổi bệnh viện,CHẨN_ĐOÁN,4,J18.9,Viêm phổi bệnh viện,1,"2. Bệnh sử hiện tại Lý do nhập viện: tụt huyết áp không rõ nguyên nhân và mệt mỏi Thời điểm khởi phát triệu chứng: vài ngày mệt mỏi Diễn biến bệnh - Bệnh nhân nhập viện, quá trình điều trị biến chứng bởi Viêm phổi bệnh viện và rung nhĩ và nhịp nhanh trên thất, sau đó xuất viện về trung tâm phục hồi chức năng. - Bệnh nhân tái khám tại phòng khám vào ngày hẹn để cắt bỏ các mũi kẹp còn lại và thay th || Kết quả chẩn đoán hình ảnh: chụp x-quang ngực có xẹp phổi thùy dưới phải do chèn ép kèm tràn dịch màng phổi. Các thủ thuật đã thực hiện - Truyền dịch tĩnh mạch 750cc - Xông khí dung Các phát hiện chẩn đoán khác - Viêm phổi bệnh viện - Rung nhĩ kèm nhịp nhanh trên thất"
xuất huyết dưới nhện vùng trán phải,CHẨN_ĐOÁN,4,I60.9,xuất huyết dưới nhện vùng trán phải,1,"Khoảng 1 tháng trước nhập viện, bệnh nhân bị ngã và được chẩn đoán xuất huyết dưới nhện. Chụp cắt lớp vi tính sọ não cho hình ảnh xuất huyết dưới nhện vùng trán phải, bầm dập nhu mô vùng trán phải và trán - thái dương phải, kèm một lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ nhiều đến nang màng nhện hoặc tụ dịch/tụ máu dưới màng cứng mạn tính. Các lần chụp CT theo dõi sau đó ổn định và  || Kết quả xét nghiệm & Cận lâm sàng đã có Xét nghiệm có kết quả : Kết quả Cận lâm sàng . Xét nghiệm Máu Huyết học & Đông máu:WBC : 14.99 G/L NEUT% : 82.9 % (Tăng) HGB (Hemoglobin): 92 g/L PT - INR: 1.05 Cận lâm sàng: CT sọ não trước đó ghi nhận xuất huyết dưới nhện vùng trán phải.Bầm dập nhu mô vùng trán phải và trán - thái dương phải.Lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ đến nang m"
